name,name_normalized,score_dry,score_oily,score_combination,score_normal,score_sensitive,score_mature,score_pregnancy_safe,good_tags,avoid_tags,source,product_frequency,category,category_tr,description_tr,dry_effect,dry_reason_tr,oily_effect,oily_reason_tr,combination_effect,combination_reason_tr,normal_effect,normal_reason_tr,sensitive_effect,sensitive_reason_tr,mature_effect,mature_reason_tr,pregnancy_safe_effect,pregnancy_safe_reason_tr,score_acne_prone,acne_prone_effect,acne_prone_reason_tr
Ci 77491 / Iron Oxides,ci77491ironoxides,0,0,0,0,0,0,0,,,top1000,30,Mineral,Mineral,"ci 77491 / iron oxides, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Ci 77492,ci77492,0,0,0,0,0,0,0,,,top1000,323,Skincare Ingredient,Renklendirici,"ci 77492, formülasyona renk veren kozmetik pigment; ürünün görsel çekiciliğini artırır, cilt bakım faydası yoktur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Ci 77499,ci77499,0,0,0,0,0,0,0,,,top1000,87,Skincare Ingredient,Renklendirici,"ci 77499, formülasyona renk veren kozmetik pigment; ürünün görsel çekiciliğini artırır, cilt bakım faydası yoktur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Ci 77499 / Iron Oxides,ci77499ironoxides,0,0,0,0,0,0,0,,,top1000,118,Mineral,Mineral,"ci 77499 / iron oxides, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Ci 77891,ci77891,0,0,0,0,0,0,0,,,top1000,356,Skincare Ingredient,Renklendirici,"ci 77891, formülasyona renk veren kozmetik pigment; ürünün görsel çekiciliğini artırır, cilt bakım faydası yoktur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Ci 77891 / Titanium Dioxide,ci77891titaniumdioxide,0,0,0,1,1,0,1,,,top1000,120,Mineral,Mineral,"ci 77891 / titanium dioxide, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Cinnamal,cinnamal,0,0,0,0,-1,0,0,,Sensitive,top1000,115,Fragrance Allergen,Koku Alerjeni,"cinnamal, kozmetik ürünlerde koku bileşeni olarak kullanılan ve AB mevzuatına göre etiketlenmesi zorunlu olan potansiyel alerjen; hassas ciltlerde alerjik reaksiyon, kızarıklık veya kontakt dermatit riski taşır.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,,,,
Cinnamyl Alcohol,cinnamylalcohol,0,0,0,0,-1,0,0,,Sensitive,top1000,122,Fragrance Allergen,Koku Alerjeni,"cinnamyl alcohol, kozmetik ürünlerde koku bileşeni olarak kullanılan ve AB mevzuatına göre etiketlenmesi zorunlu olan potansiyel alerjen; hassas ciltlerde alerjik reaksiyon, kızarıklık veya kontakt dermatit riski taşır.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,,,,
Citral,citral,0,0,0,0,-1,0,0,,Sensitive,top1000,1084,Fragrance Allergen,Koku Alerjeni,"citral, kozmetik ürünlerde koku bileşeni olarak kullanılan ve AB mevzuatına göre etiketlenmesi zorunlu olan potansiyel alerjen; hassas ciltlerde alerjik reaksiyon, kızarıklık veya kontakt dermatit riski taşır.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,,,,
Citric Acid,citricacid,0,1,0,0,0,0,0,Texture,,manual_v2,128,Skincare Ingredient,pH Düzenleyici / Hafif AHA,"Narenciye meyvelerinden elde edilen organik asit; formülasyonun pH'ını optimize eder, hafif peeling etkisi gösterebilir ve antioksidan özellik taşır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Citronellol,citronellol,0,0,0,0,-1,0,0,,Sensitive,top1000,2098,Fragrance Allergen,Koku Alerjeni,"citronellol, kozmetik ürünlerde koku bileşeni olarak kullanılan ve AB mevzuatına göre etiketlenmesi zorunlu olan potansiyel alerjen; hassas ciltlerde alerjik reaksiyon, kızarıklık veya kontakt dermatit riski taşır.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,,,,
Citrus Aurantium Dulcis (Orange) Peel Oil,citrusaurantiumdulcisorangepeeloil,0,0,0,0,0,0,0,,,top1000,67,Skincare Ingredient,Cilt Bakım Bileşeni,"citrus aurantium dulcis (orange) peel oil, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Citrus Aurantium Peel Oil,citrusaurantiumpeeloil,0,0,0,0,0,0,0,,,top1000,54,Skincare Ingredient,Cilt Bakım Bileşeni,"citrus aurantium peel oil, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Citrus Limon (Lemon) Peel Oil,citruslimonlemonpeeloil,0,0,0,0,0,0,0,,,top1000,50,Skincare Ingredient,Cilt Bakım Bileşeni,"citrus limon (lemon) peel oil, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Citrus Limon Fruit Extract,citruslimonfruitextract,1,0,0,0,0,0,0,,,top1000,35,Botanical Extract,Bitkisel Ekstrakt,"citrus limon fruit extract, bitkisel kaynaklı aktif ekstrakt; antioksidan, yatıştırıcı veya besleyici özellikler taşıyabilir ve formülasyona doğal etkinlik katar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Citrus Limon Peel Oil,citruslimonpeeloil,0,0,0,0,0,0,0,,,top1000,59,Skincare Ingredient,Cilt Bakım Bileşeni,"citrus limon peel oil, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Citrus Medica Limonum Fruit Extract,citrusmedicalimonumfruitextract,0,1,0,0,-1,0,0,Radiance|Texture,Sensitive,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Limon),Limon meyvesinden elde edilen sitrik asit ve C vitamini bakımından zengin ekstrakt; hafif aydınlatıcı ve astrenjan etki gösterir ancak fotosensitivite riski taşıyabilir.,neutral,,neutral,,neutral,,neutral,,caution,Hassas ciltte tahriş yapabilir,neutral,,neutral,,,,
Citrus Reticulata Fruit Water,citrusreticulatafruitwater,0,0,0,0,0,0,0,,,manual_v2,0,Botanical Extract,Bitkisel Hidrosol (Mandalina),"Mandalina meyvesinin damıtılmasıyla elde edilen aromatik su; hafif tonlayıcı ve ferahlatıcı etki sağlar, formülasyona doğal koku katar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Cl 19140,cl19140,0,0,0,0,0,0,0,,,top1000,38,Skincare Ingredient,Cilt Bakım Bileşeni,"cl 19140, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Cl 42090,cl42090,0,0,0,0,0,0,0,,,top1000,28,Skincare Ingredient,Cilt Bakım Bileşeni,"cl 42090, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Cl 77891,cl77891,0,0,0,0,0,0,0,,,top1000,48,Skincare Ingredient,Cilt Bakım Bileşeni,"cl 77891, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Cocamide Dea,cocamidedea,0,0,0,0,0,0,0,Anyone,,top1000,157,Surfactant,Yüzey Aktif Madde (Nazik),"cocamide dea, nazik temizleyici yüzey aktif madde; cildi fazla kurutmadan etkili temizlik sağlar ve hassas cilt formülasyonlarında tercih edilir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Cocamide Mea,cocamidemea,0,0,0,0,0,0,0,Anyone,,top1000,521,Surfactant,Yüzey Aktif Madde (Nazik),"cocamide mea, nazik temizleyici yüzey aktif madde; cildi fazla kurutmadan etkili temizlik sağlar ve hassas cilt formülasyonlarında tercih edilir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Cocamide Mipa,cocamidemipa,0,0,0,0,0,0,0,Anyone,,top1000,164,Surfactant,Yüzey Aktif Madde (Nazik),"cocamide mipa, nazik temizleyici yüzey aktif madde; cildi fazla kurutmadan etkili temizlik sağlar ve hassas cilt formülasyonlarında tercih edilir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Cocamidopropyl Betaine,cocamidopropylbetaine,0,1,0,0,0,0,0,Anyone,,manual_v2,2714,Surfactant,Yüzey Aktif Madde (Nazik),"Hindistancevizi yağından elde edilen amfoterik temizleyici; SLS/SLES'in sert etkisini yumuşatmak için kullanılır, nazik köpürme sağlar ve hassas cilt temizleyicilerinde tercih edilir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Cocamidopropyl Dimethylamine,cocamidopropyldimethylamine,0,0,0,0,0,0,0,,,manual_v2,0,Surfactant,Yüzey Aktif Madde (Saç/Cilt Yumuşatıcı),"Hindistancevizi yağından elde edilen katyonik yüzey aktif madde; saç ve cilt yüzeyinde yumuşatıcı film oluşturur, statik elektriği azaltır ve temizleyici formülasyonlarda kondisyoner görevi görür.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Cocamidopropyl Hydroxysultaine,cocamidopropylhydroxysultaine,0,0,0,0,0,0,0,Anyone,,top1000,86,Surfactant,Yüzey Aktif Madde (Nazik),"cocamidopropyl hydroxysultaine, nazik temizleyici yüzey aktif madde; cildi fazla kurutmadan etkili temizlik sağlar ve hassas cilt formülasyonlarında tercih edilir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Coceth-7,coceth7,0,0,0,0,0,0,0,,,manual_v2,0,Skincare Ingredient,Emülgatör,Hindistancevizi yağından türetilen non-iyonik emülgatör; formülasyonda yağ ve su fazlarını birleştirerek homojen ve stabil emülsiyonlar oluşturulmasını sağlar.,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Coco-Betaine,cocobetaine,1,0,0,0,0,0,0,Anyone,,top1000,375,Surfactant,Yüzey Aktif Madde (Nazik),"coco-betaine, nazik temizleyici yüzey aktif madde; cildi fazla kurutmadan etkili temizlik sağlar ve hassas cilt formülasyonlarında tercih edilir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Coco-Caprylate,cococaprylate,1,0,0,0,0,0,0,Texture,,top1000,77,Emollient,Yumuşatıcı Ester,"coco-caprylate, yağ asidi esteri; cildi yumuşatır, formülasyona hafif ve pürüzsüz bir doku kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Coco-Caprylate/Caprate,cococaprylatecaprate,1,0,0,0,0,0,0,Texture,,top1000,148,Emollient,Yumuşatıcı Ester,"coco-caprylate/caprate, yağ asidi esteri; cildi yumuşatır, formülasyona hafif ve pürüzsüz bir doku kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Coco-Glucoside,cocoglucoside,1,0,0,0,0,0,0,Anyone,,top1000,830,Surfactant,Yüzey Aktif Madde (Nazik),"coco-glucoside, nazik temizleyici yüzey aktif madde; cildi fazla kurutmadan etkili temizlik sağlar ve hassas cilt formülasyonlarında tercih edilir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Cocoglycerides,cocoglycerides,0,0,0,0,0,0,0,,,top1000,57,Skincare Ingredient,Cilt Bakım Bileşeni,"cocoglycerides, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Coconut Acid,coconutacid,0,0,0,0,0,0,0,,,top1000,110,Skincare Ingredient,Cilt Bakım Bileşeni,"coconut acid, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Coconut Alcohol,coconutalcohol,0,0,0,0,0,0,0,,,top1000,32,Skincare Ingredient,Cilt Bakım Bileşeni,"coconut alcohol, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Coconut Oil,coconutoil,2,-2,-1,0,0,0,0,Dry and dehydrated skin,Oily|Combination,manual_v2,28,Oil / Lipid,Bitkisel Yağ (Hindistancevizi),Güçlü yumuşatıcı ve antimikrobiyal özelliklere sahip tropikal yağ; çok kuru cildi derinden besler ancak yüksek komedojenik potansiyeli nedeniyle yağlı ve akneye eğilimli ciltlerde gözenek tıkanmasına neden olabilir.,beneficial,Güçlü yumuşatıcı ve antimikrobiyal özelliklere sahip tropikal yağ; çok kuru cildi derinden besler ancak yüksek komedojen,caution,Gözenekleri tıkayabilir veya yağlanmayı artırabilir,caution,Karma ciltte dengesizlik yaratabilir,neutral,,neutral,,neutral,,neutral,,,,
Cocos Nucifera (Coconut) Fruit Extract,cocosnuciferacoconutfruitextract,1,0,0,0,0,0,0,,,top1000,49,Botanical Extract,Bitkisel Ekstrakt,"cocos nucifera (coconut) fruit extract, bitkisel kaynaklı aktif ekstrakt; antioksidan, yatıştırıcı veya besleyici özellikler taşıyabilir ve formülasyona doğal etkinlik katar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Cocos Nucifera (Coconut) Oil,cocosnuciferacoconutoil,0,0,0,0,0,0,0,,,top1000,322,Skincare Ingredient,Cilt Bakım Bileşeni,"cocos nucifera (coconut) oil, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Cocos Nucifera Fruit Extract,cocosnuciferafruitextract,1,0,0,0,0,0,0,,,top1000,38,Botanical Extract,Bitkisel Ekstrakt,"cocos nucifera fruit extract, bitkisel kaynaklı aktif ekstrakt; antioksidan, yatıştırıcı veya besleyici özellikler taşıyabilir ve formülasyona doğal etkinlik katar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Cocos Nucifera Oil,cocosnuciferaoil,0,0,0,0,0,0,0,,,top1000,297,Skincare Ingredient,Cilt Bakım Bileşeni,"cocos nucifera oil, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Cocos Nucifera Oil / Coconut Oil,cocosnuciferaoilcoconutoil,2,-1,0,1,0,1,0,Dry and dehydrated skin,Oily,top1000,55,Oil / Lipid,Bitkisel Yağ,"cocos nucifera oil / coconut oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, nem bariyerini güçlendirir ve yumuşatıcı etki sağlar.",beneficial,"cocos nucifera oil / coconut oil, esansiyel yağ asitleri ve vitaminler bakımından zengin bitkisel yağ; cildi besler, nem",caution,Gözenekleri tıkayabilir veya yağlanmayı artırabilir,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Coenzyme Q10,coenzymeq10,1,0,0,1,0,3,0,Fine Lines|Wrinkles|Radiance,,manual_v2,0,Antioxidant,Antioksidan (Koenzim Q10),Hücrelerin enerji üretiminde kritik rol oynayan doğal antioksidan; yaşla birlikte azalan üretiminin takviyesi cildin enerji metabolizmasını destekler ve kırışıklık oluşumunu yavaşlatır.,neutral,,neutral,,neutral,,neutral,,neutral,,beneficial,Hücrelerin enerji üretiminde kritik rol oynayan doğal antioksidan; yaşla birlikte azalan üretiminin takviyesi cildin ene,neutral,,,,
Cola Acuminata (Kola) Seed Extract,colaacuminatakolaseedextract,0,0,0,0,0,1,0,Radiance,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Kola),Kola fıstığından elde edilen kafein bakımından zengin ekstrakt; mikro dolaşımı artırarak cildin canlılığını destekler ve antioksidan koruma sağlar.,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Collagen,collagen,2,0,0,0,0,1,0,Dry and dehydrated skin|Fine Lines,,manual_v2,0,Humectant,Kolajen (Nemlendirici),Cildin yapısal proteini; topikal uygulamada cildin derinlerine nüfuz edemez ancak yüzeyde film oluşturarak nemlendirici etki gösterir ve cildin daha dolgun görünmesini sağlar.,beneficial,Cildin yapısal proteini; topikal uygulamada cildin derinlerine nüfuz edemez ancak yüzeyde film oluşturarak nemlendirici ,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Copernicia Cerifera (Carnauba) Wax,coperniciaceriferacarnaubawax,1,0,0,0,0,0,0,,,top1000,29,Skincare Ingredient,Cilt Bakım Bileşeni,"copernicia cerifera (carnauba) wax, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Copernicia Cerifera Cera,coperniciaceriferacera,0,0,0,0,0,0,0,,,top1000,92,Skincare Ingredient,Cilt Bakım Bileşeni,"copernicia cerifera cera, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Copernicia Cerifera Wax,coperniciaceriferawax,1,0,0,0,0,0,0,,,manual_v2,0,Emollient,Bitkisel Vaks (Karnauba),"Brezilya karnauba palmiyesinden elde edilen doğal sert vaks; formülasyona yapı ve stabilite kazandırır, ciltte ince koruyucu tabaka oluşturarak nem kaybını önler.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Copper Gluconate,coppergluconate,0,0,0,0,0,0,0,,,top1000,27,Skincare Ingredient,Cilt Bakım Bileşeni,"copper gluconate, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Copper Sulfate,coppersulfate,0,0,0,0,0,1,0,,,manual_v2,0,Mineral,Mineral (Bakır),"Bakır sülfat; iz element olarak cildin doğal enzimatik süreçlerini destekler, antimikrobiyal özellik taşır ve yara iyileşmesine katkıda bulunabilir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Copper Tripeptide-1,coppertripeptide1,1,0,0,0,1,4,0,Fine Lines|Wrinkles|Elasticity|Impaired skin barrier,,manual_v2,0,Peptide,Peptit (Bakır Peptit),"Bakır iyonuna bağlı güçlü sinyal peptidi; kolajen ve elastin üretimini uyarır, yara iyileşmesini hızlandırır, antioksidan koruma sağlar ve cilt yenilenmesini destekler.",neutral,,neutral,,neutral,,neutral,,neutral,,beneficial,"Bakır iyonuna bağlı güçlü sinyal peptidi; kolajen ve elastin üretimini uyarır, yara iyileşmesini hızlandırır, antioksida",neutral,,,,
Coumarin,coumarin,0,0,0,0,-1,0,0,,Sensitive,top1000,1348,Fragrance Allergen,Koku Alerjeni,"coumarin, kozmetik ürünlerde koku bileşeni olarak kullanılan ve AB mevzuatına göre etiketlenmesi zorunlu olan potansiyel alerjen; hassas ciltlerde alerjik reaksiyon, kızarıklık veya kontakt dermatit riski taşır.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,,,,
Creatine,creatine,0,0,0,0,0,0,0,,,top1000,32,Skincare Ingredient,Cilt Bakım Bileşeni,"creatine, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Cucumis Sativus (Cucumber) Fruit Extract,cucumissativuscucumberfruitextract,1,0,0,0,0,0,0,,,top1000,47,Botanical Extract,Bitkisel Ekstrakt,"cucumis sativus (cucumber) fruit extract, bitkisel kaynaklı aktif ekstrakt; antioksidan, yatıştırıcı veya besleyici özellikler taşıyabilir ve formülasyona doğal etkinlik katar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Curcuma Longa Root Extract,curcumalongarootextract,0,0,0,1,1,1,0,Pigmentation|Redness|Radiance|Acne,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Zerdeçal),"Zerdeçal kökünden elde edilen kurkumin bakımından zengin ekstrakt; güçlü anti-inflamatuar ve antioksidan özellikler taşır, hiperpigmentasyonu azaltır, cildi aydınlatır ve akne sonrası izlerin görünümünü hafifletir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Cyanocobalamin,cyanocobalamin,1,0,0,1,2,1,0,Redness|Impaired skin barrier|Radiance,,manual_v2,0,Skincare Ingredient,Aktif Bileşen (B12 Vitamini),"B12 vitamini; hücre yenilenmesini ve DNA sentezini destekler, anti-inflamatuar etki gösterir, klinik çalışmalarda atopik dermatit ve ekzema semptomlarını azalttığı gösterilmiştir, cildin pembe bir parlaklık kazanmasını sağlar.",neutral,,neutral,,neutral,,neutral,,beneficial,"B12 vitamini; hücre yenilenmesini ve DNA sentezini destekler, anti-inflamatuar etki gösterir, klinik çalışmalarda atopik",neutral,,neutral,,,,
Cyclodextrin,cyclodextrin,0,0,0,0,0,0,0,,,top1000,37,Skincare Ingredient,Cilt Bakım Bileşeni,"cyclodextrin, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Cyclohexasiloxane,cyclohexasiloxane,1,0,0,0,0,0,0,Texture,,top1000,92,Silicone,Silikon,"cyclohexasiloxane, silikon bazlı bileşen; ciltte veya saçta pürüzsüz bir yüzey oluşturarak dokuyu iyileştirir, nem kaybını azaltır ve ürüne ipeksi bir uygulama hissi kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Cyclomethicone,cyclomethicone,1,0,0,0,0,0,0,Texture,,manual_v2,98,Silicone,Silikon (Uçucu),"Uçucu silikon; ciltte hafif ve ipeksi bir his bırakıp hızla buharlaşır, ürünlere kaygan uygulama hissi kazandırır ve formülasyondaki diğer bileşenlerin eşit dağılmasını sağlar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Cyclopentasiloxane,cyclopentasiloxane,1,0,0,0,0,0,0,Texture,,manual_v2,471,Silicone,Silikon (Uçucu),"Hafif uçucu silikon; ciltte kalıntı bırakmadan buharlaşır, ipeksi bir uygulama hissi sağlar ve diğer aktif bileşenlerin cilde ulaşmasına yardımcı olur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Cymbopogon Citratus Leaf Oil,cymbopogoncitratusleafoil,0,0,0,0,-2,0,-1,,Sensitive|Pregnancy,manual_v2,0,Botanical Extract,Uçucu Yağ (Limon Otu),"Limon otu yapraklarından damıtılan uçucu yağ; antiseptik ve astrenjan özellikler taşır, gözenekleri sıkılaştırır ancak sitral içeriği nedeniyle hassas ciltlerde tahriş ve alerjik reaksiyon riski yüksektir.",neutral,,neutral,,neutral,,neutral,,caution,Hassas ciltte tahriş ve kızarıklık yapabilir,neutral,,caution,"Hamilelikte önerilmez, doktora danışın",,,
Cynara Scolymus (Artichoke) Leaf Extract,cynarascolymusartichokeleafextract,0,1,0,0,0,1,0,Enlarged Pores|Radiance,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Enginar),"Enginar yaprağından elde edilen antioksidan zengin ekstrakt; polifenoller ve klorojenik asit içerir, cildi serbest radikallere karşı korur ve gözenek sıkılaştırıcı etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
D-Limonene,dlimonene,0,0,0,0,-1,0,0,,Sensitive,top1000,37,Fragrance Allergen,Koku Alerjeni,"d-limonene, kozmetik ürünlerde koku bileşeni olarak kullanılan ve AB mevzuatına göre etiketlenmesi zorunlu olan potansiyel alerjen; hassas ciltlerde alerjik reaksiyon, kızarıklık veya kontakt dermatit riski taşır.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,,,,
Daucus Carota Sativa (Carrot) Root Extract,daucuscarotasativacarrotrootextract,1,0,0,1,0,1,0,Radiance|Fine Lines,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Havuç),"Havuç kökünden elde edilen beta-karoten bakımından zengin ekstrakt; güçlü antioksidan koruma sağlar, cilt tonunu canlandırır ve UV hasarına karşı cildin doğal savunmasını destekler.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Daucus Carota Sativa Extract,daucuscarotasativaextract,1,0,0,1,0,1,0,Radiance|Fine Lines,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Havuç),"Havuçtan elde edilen beta-karoten ve antioksidan bakımından zengin ekstrakt; cilt tonunu canlandırır, UV hasarına karşı cildin doğal savunmasını destekler ve yaşlanma karşıtı etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Deceth-3,deceth3,0,0,0,0,0,0,0,,,top1000,41,Skincare Ingredient,Cilt Bakım Bileşeni,"deceth-3, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
Decyl Glucoside,decylglucoside,0,1,0,0,2,0,0,Anyone,,manual_v2,527,Surfactant,Yüzey Aktif Madde (Çok Nazik),"Mısır glikozundan elde edilen çok nazik temizleyici; bebek ürünlerinde bile kullanılabilecek kadar yumuşak, biyolojik olarak parçalanabilir doğal yüzey aktif madde.",neutral,,neutral,,neutral,,neutral,,beneficial,"Mısır glikozundan elde edilen çok nazik temizleyici; bebek ürünlerinde bile kullanılabilecek kadar yumuşak, biyolojik ol",neutral,,neutral,,,,
Decyl Oleate,decyloleate,1,0,0,0,0,0,0,Texture,,top1000,69,Emollient,Yumuşatıcı Ester,"decyl oleate, yağ asidi esteri; cildi yumuşatır, formülasyona hafif ve pürüzsüz bir doku kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,,,
